date,INSTRUMENT_1,INSTRUMENT_2,INSTRUMENT_3,INSTRUMENT_4,INSTRUMENT_5,INSTRUMENT_6,INSTRUMENT_7,INSTRUMENT_8,INSTRUMENT_9,INSTRUMENT_10
2019-09-30,272.48,182.15,60.62,36.05,123.46,110.22,139.38,91.54,8385.07,182.15
2019-10-01,269.25,180.66,60.03,35.79,123.81,110.52,140.14,90.34,8386.37,176.92
2019-10-02,264.51,177.57,58.8,35.52,124.13,110.91,141.77,88.63,8455.69,181.52
2019-10-03,266.7,179.53,59.18,35.97,125.25,111.5,142.42,88.23,8319.85,175.97
2019-10-04,270.3,182.17,59.65,36.13,126.2,111.7,142.41,89.11,8231.15,176.84
2019-10-05,270.3,182.18,59.65,36.14,126.2,111.71,142.4,89.11,8218.55,177.49
2019-10-06,270.29,182.18,59.65,36.13,126.2,111.71,142.4,89.12,7945.72,171.34
2019-10-07,269.13,181.62,59.57,35.83,125.14,111.34,141.19,89.11,8283.46,181.2
2019-10-08,264.98,178.92,59.01,35.58,125.48,111.58,142.42,87.9,8262.97,182.01
2019-10-09,267.49,180.65,59.44,35.85,124.77,111.29,142.55,88.71,8659.04,194.11
2019-10-10,269.31,182.06,59.86,36.22,122.92,110.59,141.31,90.33,8656.9,192.63
2019-10-11,272.11,184.39,60.93,36.81,121.4,109.83,140.53,92.18,8355.53,182.08
2019-10-12,272.11,184.41,60.93,36.81,121.41,109.83,140.53,92.21,8398.31,181.03
2019-10-13,272.13,184.42,60.93,36.81,121.4,109.83,140.54,92.2,8372.5,182.36
2019-10-14,271.82,184.4,60.67,36.65,122.26,110.14,141.1,90.26,8448.59,188.11
2019-10-15,274.54,186.79,61.38,36.97,120.78,109.61,140.11,89.3,8257.83,181.85
2019-10-16,274.09,186.32,61.47,37.08,120.94,109.82,140.91,89.94,8093.56,175.79
2019-10-17,274.84,186.83,61.61,37.22,120.63,109.78,141.12,91.09,8171.0,178.48
2019-10-18,273.66,185.03,61.58,37.03,120.63,109.88,140.96,90.61,8043.44,174.08
2019-10-19,273.61,185.07,61.59,37.03,120.62,109.88,140.96,90.6,8045.85,173.12
2019-10-20,273.58,185.06,61.58,37.03,120.63,109.88,140.97,90.62,8324.53,176.58
2019-10-21,275.43,186.69,61.92,37.37,119.71,109.48,140.31,90.53,8299.28,175.27
2019-10-22,274.54,185.21,61.77,37.39,120.41,109.74,140.72,91.57,8118.22,172.49
2019-10-23,275.33,185.58,62.1,37.41,120.53,109.77,141.05,94.08,7558.14,163.56
2019-10-24,275.77,187.4,62.21,37.41,120.29,109.76,142.04,94.73,7503.87,161.61
2019-10-25,276.91,188.87,62.27,37.67,119.7,109.52,142.38,95.54,8761.1,182.84
2019-10-26,276.9,188.89,62.27,37.67,119.69,109.52,142.38,95.54,9343.48,180.83
2019-10-27,276.93,188.9,62.27,37.67,119.69,109.52,142.38,95.54,9644.88,185.04
2019-10-28,278.51,190.79,62.55,37.89,118.6,109.1,141.15,94.1,9316.83,183.02
2019-10-29,278.42,189.29,62.53,37.7,118.68,109.2,140.77,93.54,9524.12,191.81
2019-10-30,279.31,190.23,62.79,37.86,120.41,109.74,141.54,92.64,9266.03,184.45
2019-10-31,278.56,190.33,62.63,37.56,122.04,110.44,142.96,91.26,9249.89,183.47
2019-11-01,281.13,192.05,63.19,38.13,121.69,110.23,143.09,94.42,9343.66,184.1
2019-11-02,281.13,192.05,63.19,38.13,121.69,110.22,143.09,94.41,9400.13,184.14
2019-11-03,281.13,192.06,63.19,38.13,121.7,110.22,143.1,94.42,9305.57,182.77
2019-11-04,282.24,193.25,63.51,38.51,120.08,109.66,142.68,95.4,9506.69,186.99
2019-11-05,281.93,193.36,63.39,38.72,118.72,109.07,140.37,96.37,9420.29,190.0
2019-11-06,281.98,192.93,63.36,38.6,119.44,109.38,140.97,95.4,9453.45,192.46
2019-11-07,282.98,193.56,63.56,38.88,117.27,108.5,138.78,95.95,9330.63,188.02
2019-11-08,283.68,194.33,63.53,38.53,116.78,108.35,137.9,96.86,8883.12,185.08
2019-11-09,283.68,194.33,63.53,38.53,116.79,108.35,137.89,96.85,8915.91,186.21
2019-11-10,283.67,194.33,63.53,38.53,116.78,108.35,137.89,96.84,9149.86,190.33
2019-11-11,283.14,194.07,63.44,38.26,116.84,108.47,137.56,96.04,8838.21,186.33
2019-11-12,283.74,194.64,63.47,38.01,117.4,108.52,137.93,95.87,8927.6,188.45
2019-11-13,283.82,194.69,63.24,37.72,118.17,108.82,138.48,96.61,8882.26,189.46
2019-11-14,284.2,194.53,63.06,37.75,119.39,109.38,139.06,96.19,8753.19,186.29
2019-11-15,286.27,195.99,63.46,38.05,119.25,109.29,138.71,97.56,8575.7,181.41
2019-11-16,286.27,195.98,63.46,38.05,119.24,109.29,138.7,97.57,8593.1,183.71
2019-11-17,286.25,195.98,63.46,38.04,119.24,109.29,138.7,97.57,8606.82,185.22
2019-11-18,286.47,196.13,63.54,37.98,119.47,109.48,139.12,96.11,8288.81,179.56
2019-11-19,286.39,196.38,63.46,38.06,120.46,109.69,139.19,93.44,8235.72,177.29
2019-11-20,285.33,195.22,63.06,37.89,121.74,110.08,139.26,96.11,8201.78,176.12
2019-11-21,284.85,194.79,62.98,37.81,120.96,109.8,138.49,98.52,7727.95,162.19
2019-11-22,285.51,194.9,63.16,37.81,121.11,109.78,138.23,97.8,7362.51,150.69
2019-11-23,285.52,194.91,63.16,37.81,121.11,109.78,138.23,97.8,7404.63,153.03
2019-11-24,285.53,194.93,63.15,37.81,121.1,109.78,138.23,97.8,6992.23,141.03
2019-11-25,287.72,197.2,63.65,38.19,121.46,109.83,137.56,97.79,7200.86,146.76
2019-11-26,288.37,197.59,63.62,38.07,122.13,110.04,138.21,98.43,7247.81,148.61
2019-11-27,289.67,198.98,63.79,38.11,121.81,109.76,137.48,98.01,7603.28,153.74
2019-11-28,289.66,198.97,63.79,38.11,121.81,109.75,137.48,98.01,7513.91,151.84
2019-11-29,288.57,198.08,63.35,37.51,121.55,109.68,138.33,93.81,7838.7,155.76
2019-11-30,288.59,198.07,63.35,37.51,121.55,109.68,138.33,93.81,7638.16,152.54
2019-12-01,288.62,198.07,63.35,37.51,121.55,109.67,138.32,93.81,7483.39,151.92
2019-12-02,286.2,196.05,63.02,37.5,119.91,109.27,138.26,94.23,7387.15,149.81
2019-12-03,284.26,194.51,62.79,37.31,122.42,110.25,139.59,94.96,7385.89,148.34
2019-12-04,286.04,195.52,63.36,37.6,121.21,109.82,139.39,98.44,7287.68,146.51
2019-12-05,286.55,195.91,63.24,37.77,120.62,109.57,139.47,98.45,7482.21,149.23
2019-12-06,289.17,197.96,63.82,37.98,119.95,109.23,138.09,99.51,7622.5,149.59
2019-12-07,289.17,197.95,63.81,37.98,119.96,109.23,138.09,99.51,7581.79,148.21
2019-12-08,289.18,197.95,63.82,37.98,119.95,109.23,138.09,99.5,7604.02,151.56
2019-12-09,288.28,197.07,63.48,37.83,120.21,109.32,138.04,99.57,7431.65,148.39
2019-12-10,287.95,196.91,63.51,37.97,120.22,109.19,138.44,100.07,7316.17,146.57
2019-12-11,288.75,197.96,63.85,38.53,121.18,109.65,139.4,99.35,7301.88,144.4
2019-12-12,291.26,199.45,64.28,39.2,119.16,108.77,138.91,99.92,7289.83,145.86
2019-12-13,291.44,200.1,64.72,39.18,120.54,109.42,139.53,100.89,7349.01,145.75
2019-12-14,291.45,200.09,64.72,39.18,120.54,109.42,139.54,100.9,7151.0,142.71
2019-12-15,291.45,200.08,64.72,39.18,120.54,109.41,139.54,100.9,7207.61,143.41
2019-12-16,293.44,202.12,65.42,39.28,119.45,108.9,139.52,101.7,6977.26,133.62
2019-12-17,293.51,202.21,65.04,39.63,119.27,108.91,139.49,102.74,6707.43,122.67
2019-12-18,293.54,202.36,64.96,39.85,118.29,108.61,139.5,102.92,7370.66,133.64
2019-12-19,294.74,203.63,64.96,39.87,118.48,108.7,139.86,103.23,7242.63,128.94
2019-12-20,296.04,204.42,65.01,39.94,118.63,108.7,140.0,102.01,7281.07,129.03
2019-12-21,296.03,204.44,65.01,39.94,118.63,108.7,139.99,102.04,7224.72,127.8
2019-12-22,296.01,204.44,65.01,39.94,118.62,108.71,139.98,102.05,7597.97,132.93
2019-12-23,296.45,204.97,65.12,39.99,118.46,108.61,140.41,102.61,7412.1,128.64
2019-12-24,296.44,205.07,65.05,39.9,118.79,108.8,141.74,103.17,7347.23,128.61
2019-12-25,296.45,205.08,65.05,39.9,118.79,108.8,141.74,103.15,7297.04,125.94
2019-12-26,298.02,206.91,65.33,40.18,119.08,108.96,142.86,104.12,7293.74,126.48
2019-12-27,297.94,206.71,65.44,40.35,119.22,109.12,142.81,104.29,7347.05,127.2
2019-12-28,297.94,206.7,65.43,40.35,119.22,109.12,142.82,104.3,7409.13,129.01
2019-12-29,297.95,206.71,65.43,40.35,119.23,109.12,142.82,104.28,7482.09,135.28
2019-12-30,296.31,205.34,64.94,40.08,118.79,109.05,143.13,104.11,7336.33,132.5
2019-12-31,297.03,205.74,65.25,40.17,117.62,108.65,143.4,103.46,7285.12,130.01
2020-01-01,297.04,205.74,65.25,40.17,117.63,108.65,143.39,103.49,7291.57,131.62
2020-01-02,299.8,209.18,65.9,40.98,118.96,109.15,144.44,103.5,7050.87,128.03
2020-01-03,297.52,207.29,65.08,40.22,120.79,109.88,146.35,106.49,7433.15,135.27
2020-01-04,297.49,207.29,65.08,40.22,120.79,109.88,146.35,106.48,7443.57,135.07
2020-01-05,297.49,207.28,65.08,40.21,120.79,109.88,146.35,106.46,7449.19,136.25
2020-01-06,298.62,208.62,65.34,40.12,120.1,109.76,147.89,106.3,7853.74,145.09
2020-01-07,297.8,208.58,65.16,40.09,119.51,109.61,148.47,106.05,8244.86,143.73
2020-01-08,299.4,210.13,65.34,40.33,118.71,109.35,147.36,102.25,8155.5,141.64
2020-01-09,301.43,211.93,65.5,40.6,119.13,109.43,146.52,100.88,7912.62,138.64
2020-01-10,300.56,211.38,65.26,40.81,120.2,109.67,147.4,100.22,8296.3,145.83
2020-01-11,300.57,211.38,65.26,40.81,120.2,109.67,147.4,100.21,8115.25,143.4
2020-01-12,300.56,211.41,65.26,40.81,120.19,109.67,147.4,100.23,8281.95,147.65
2020-01-13,302.63,213.85,65.6,41.45,119.83,109.54,146.31,98.52,8204.94,144.67
2020-01-14,302.18,212.97,65.67,41.22,120.45,109.76,146.17,99.17,8913.85,166.89
2020-01-15,302.87,213.06,65.66,40.89,121.26,110.03,147.02,98.36,8926.06,167.62
2020-01-16,305.38,215.11,65.94,41.15,120.87,109.81,146.79,99.25,8822.57,165.39
2020-01-17,306.34,216.17,66.13,41.39,119.83,109.73,147.05,99.57,9019.79,171.1
2020-01-18,306.33,216.17,66.14,41.39,119.83,109.73,147.05,99.58,9021.0,175.45
2020-01-19,306.34,216.17,66.13,41.39,119.84,109.73,147.04,99.57,8804.16,168.07
2020-01-20,306.35,216.17,66.13,41.39,119.84,109.73,147.05,99.57,8743.16,168.13
2020-01-21,305.76,216.09,65.61,40.34,121.1,110.16,147.21,98.86,8839.07,170.74
2020-01-22,305.78,216.66,65.74,40.67,121.53,110.17,147.26,96.1,8785.76,169.39
2020-01-23,306.14,217.34,65.58,40.26,122.37,110.45,147.6,94.17,8506.61,164.05
2020-01-24,303.37,215.54,65.3,39.93,123.36,110.84,148.45,92.32,8541.63,163.83
2020-01-25,303.38,215.53,65.3,39.93,123.36,110.84,148.45,92.33,8437.6,161.64
2020-01-26,303.37,215.54,65.3,39.93,123.36,110.84,148.44,92.33,8714.58,169.19
2020-01-27,298.52,211.07,63.94,38.55,125.27,111.6,149.46,89.68,9012.91,171.38
2020-01-28,301.63,214.31,64.54,38.87,124.28,111.22,148.13,90.89,9484.56,176.95
2020-01-29,301.38,214.65,64.55,39.06,125.49,111.75,148.93,90.17,9407.85,175.04
2020-01-30,302.37,215.4,64.49,38.47,125.51,111.85,148.93,89.52,9622.69,186.05
2020-01-31,296.9,212.01,63.41,37.69,126.66,112.42,149.8,87.58,9461.4,181.38
2020-02-01,296.88,212.02,63.41,37.69,126.66,112.42,149.79,87.59,9492.29,185.01
2020-02-02,296.9,212.03,63.4,37.69,126.65,112.42,149.79,87.59,9438.17,189.92
2020-02-03,299.1,215.2,63.55,38.11,126.54,112.32,148.82,84.74,9397.06,191.21
2020-02-04,303.68,220.16,64.62,39.09,124.82,111.66,146.88,84.34,9301.62,190.49
2020-02-05,307.2,220.86,65.24,39.32,123.45,111.18,147.06,86.43,9721.45,205.47
2020-02-06,308.24,222.78,65.41,39.36,123.99,111.26,147.85,86.76,9881.26,214.96
2020-02-07,306.58,221.83,64.79,38.81,125.53,111.79,148.24,85.47,9923.44,225.12
2020-02-08,306.6,221.84,64.79,38.81,125.53,111.8,148.23,85.48,10004.4,224.84
2020-02-09,306.6,221.83,64.8,38.81,125.52,111.8,148.22,85.47,10266.48,230.38
2020-02-10,308.93,224.52,64.93,39.03,125.88,112.02,148.6,84.17,9964.77,224.74
2020-02-11,309.43,224.55,65.37,39.53,125.25,111.75,148.09,84.81,10340.07,238.78
2020-02-12,311.44,226.74,65.59,40.07,124.62,111.47,147.97,87.31,10444.78,268.11
2020-02-13,311.09,226.45,65.14,39.54,125.1,111.57,148.82,87.56,10348.68,270.68
2020-02-14,311.6,227.07,65.02,39.56,125.64,111.84,149.44,88.43,10464.44,287.69
2020-02-15,311.62,227.09,65.02,39.55,125.64,111.84,149.44,88.44,10021.08,267.14
2020-02-16,311.62,227.09,65.02,39.55,125.65,111.84,149.42,88.45,10036.36,261.01
2020-02-17,311.62,227.08,65.02,39.56,125.65,111.84,149.41,88.44,9821.69,270.02
2020-02-18,310.79,227.16,64.61,39.29,126.52,112.02,151.33,88.45,10288.69,284.9
2020-02-19,312.25,229.34,64.83,39.58,126.51,112.0,152.21,90.31,9713.24,260.54
2020-02-20,310.96,227.19,64.44,38.97,127.51,112.33,152.83,91.11,9716.32,259.11
2020-02-21,307.73,222.8,64.15,38.75,128.7,112.79,155.12,90.14,9797.21,267.48
2020-02-22,307.73,222.8,64.14,38.75,128.7,112.79,155.12,90.15,9771.09,263.69
2020-02-23,307.75,222.81,64.14,38.75,128.71,112.79,155.12,90.14,10059.77,276.79
2020-02-24,297.61,214.22,61.58,37.3,130.6,113.65,156.52,86.75,9774.63,267.58
2020-02-25,288.58,208.38,60.56,37.0,131.32,113.97,153.72,83.98,9431.07,248.58
2020-02-26,287.53,209.44,60.64,37.3,130.61,113.91,154.39,82.27,8892.24,225.68
2020-02-27,274.63,198.95,58.84,36.4,132.04,114.46,154.42,78.97,8930.13,229.57
2020-02-28,273.48,199.09,58.48,36.27,135.01,115.75,148.79,76.3,8797.75,228.56
2020-02-29,273.48,199.08,58.48,36.27,135.01,115.75,148.79,76.29,8624.31,218.94
2020-03-01,273.48,199.09,58.48,36.27,135.01,115.75,148.8,76.29,8633.67,219.56
2020-03-02,285.33,209.34,59.23,37.05,134.03,115.67,149.62,80.08,9021.26,233.81
2020-03-03,277.14,202.65,58.75,36.8,136.11,117.01,154.33,79.83,8866.29,225.61
2020-03-04,288.77,211.13,60.51,37.46,134.66,116.75,154.6,79.58,8856.6,225.96
2020-03-05,279.16,204.7,58.9,36.67,138.01,117.79,157.93,77.54,9163.45,230.06
2020-03-06,274.56,201.26,58.02,35.92,145.2,119.0,157.98,70.45,9240.13,246.64
2020-03-07,274.55,201.26,58.02,35.92,145.19,118.99,157.98,70.45,8992.07,239.0
2020-03-08,274.55,201.25,58.02,35.92,145.2,119.0,157.98,70.45,8128.67,201.0
2020-03-09,253.08,187.24,53.52,33.46,149.13,120.07,158.23,52.61,8025.05,204.46
2020-03-10,266.19,197.44,55.5,35.16,141.47,117.85,154.89,58.43,7989.41,202.38
2020-03-11,253.21,188.85,52.67,33.53,136.28,116.66,154.34,56.01,8032.77,196.24
2020-03-12,229.0,171.53,46.88,30.17,137.14,116.72,148.19,52.78,4860.07,108.77
2020-03-13,248.58,186.07,49.72,32.35,134.04,115.95,143.66,56.17,5647.58,135.25
2020-03-14,248.6,186.08,49.72,32.35,134.03,115.95,143.66,56.16,5234.96,123.68
2020-03-15,248.61,186.06,49.71,32.35,134.03,115.95,143.66,56.16,5426.99,124.91
2020-03-16,221.41,163.77,44.59,28.31,142.71,119.04,142.02,48.82,5089.62,112.05
2020-03-17,233.39,176.15,46.76,30.26,133.2,116.03,143.95,46.08,5377.24,116.71
2020-03-18,221.57,170.83,44.08,27.65,125.67,114.44,141.08,38.02,5459.46,119.19
2020-03-19,222.06,171.87,44.76,27.87,129.1,114.82,138.42,43.35,6239.14,137.5
2020-03-20,212.49,165.09,44.21,28.07,138.82,117.74,140.5,39.87,6284.76,134.62
2020-03-21,212.49,165.08,44.21,28.07,138.82,117.74,140.5,39.87,6264.13,133.76
2020-03-22,212.48,165.07,44.2,28.07,138.82,117.74,140.51,39.87,5889.07,123.34
2020-03-23,207.06,165.21,43.68,27.4,144.55,119.15,146.71,39.39,6547.72,137.06
2020-03-24,225.8,178.01,47.38,29.46,141.86,118.33,153.83,40.19,6828.4,139.66
2020-03-25,229.19,176.7,48.92,30.5,141.53,118.4,151.72,40.99,6760.83,137.31
2020-03-26,242.58,186.02,51.11,31.66,142.23,118.69,153.68,38.97,6820.72,139.66
2020-03-27,235.36,179.65,49.65,29.86,146.02,119.58,152.69,36.05,6438.15,132.53
2020-03-28,235.38,179.64,49.65,29.86,146.02,119.57,152.7,36.05,6315.79,132.2
2020-03-29,235.37,179.65,49.65,29.86,146.02,119.57,152.68,36.05,5957.11,125.66
2020-03-30,243.02,186.16,50.66,30.35,144.81,119.85,153.35,34.12,6476.76,133.32
2020-03-31,239.39,184.56,50.21,30.55,143.63,120.07,148.46,33.96,6493.29,133.96
2020-04-01,228.62,176.72,47.98,29.24,145.65,120.54,149.87,35.33,6728.17,136.88
2020-04-02,233.89,180.31,48.93,30.23,146.57,120.56,152.34,41.22,6880.68,142.53
2020-04-03,230.52,177.76,47.81,29.65,146.9,120.64,153.08,47.59,6818.08,142.51
2020-04-04,230.52,177.76,47.81,29.65,146.9,120.65,153.09,47.59,6942.8,145.36
2020-04-05,230.52,177.77,47.81,29.65,146.9,120.65,153.09,47.59,6858.36,143.91
2020-04-06,246.0,190.47,50.34,31.27,146.53,120.12,157.33,44.19,7422.44,172.76
2020-04-07,246.25,190.39,50.62,31.44,144.99,119.58,156.49,41.05,7287.05,166.12
2020-04-08,254.53,194.42,51.04,31.76,143.93,119.43,155.1,43.31,7453.14,174.68
2020-04-09,258.37,194.71,52.19,31.65,144.19,119.69,159.16,40.17,7376.17,171.05
2020-04-10,258.37,194.71,52.2,31.65,144.19,119.68,159.16,40.16,6947.31,159.26
2020-04-11,258.37,194.71,52.2,31.65,144.19,119.69,159.16,40.16,6965.41,159.82
2020-04-12,258.36,194.69,52.2,31.64,144.19,119.69,159.15,40.15,6995.21,160.12
2020-04-13,256.03,196.76,51.71,31.69,142.88,119.43,161.87,39.75,6931.75,157.75
2020-04-14,263.58,205.32,52.63,32.41,142.85,119.59,163.15,37.57,6962.38,159.95
2020-04-15,257.99,202.97,50.98,31.58,146.62,120.64,162.31,35.72,6711.24,154.16
2020-04-16,259.2,206.67,51.01,31.75,148.28,120.77,162.18,35.16,7199.29,173.87
2020-04-17,266.18,208.66,52.36,32.46,146.28,120.45,159.02,33.95,7122.73,172.26
2020-04-18,266.17,208.66,52.36,32.46,146.29,120.45,159.02,33.95,7347.83,189.06
2020-04-19,266.16,208.68,52.36,32.46,146.28,120.45,159.02,33.95,7218.35,181.66
2020-04-20,261.49,206.19,51.58,32.05,147.45,120.77,160.16,30.24,6920.88,171.73
2020-04-21,253.56,198.58,50.57,31.16,149.33,121.12,159.06,22.66,6934.93,172.26
2020-04-22,259.2,204.47,51.43,32.01,147.8,120.74,162.2,20.24,7221.63,184.32
2020-04-23,259.19,204.01,51.27,31.9,148.6,120.82,163.82,21.29,7581.21,187.14
2020-04-24,262.81,207.26,51.85,31.85,148.95,120.85,163.11,20.73,7606.08,189.29
2020-04-25,262.81,207.26,51.85,31.85,148.95,120.86,163.11,20.73,7641.46,195.92
2020-04-26,262.81,207.27,51.85,31.85,148.94,120.85,163.11,20.73,7798.89,199.1
2020-04-27,266.61,208.93,52.53,32.5,146.17,120.21,162.03,17.66,7882.0,198.05
2020-04-28,265.35,204.97,52.93,32.56,147.84,120.73,161.31,17.18,7842.7,197.9
2020-04-29,272.28,212.24,54.25,33.51,147.06,120.67,162.2,18.15,8895.2,217.19
2020-04-30,269.74,212.17,53.13,32.8,145.37,120.38,159.26,19.28,8734.13,207.79
2020-05-01,262.6,206.2,51.97,31.62,146.6,120.42,160.23,19.01,8942.18,213.72
2020-05-02,262.61,206.2,51.97,31.62,146.6,120.42,160.23,19.01,9086.52,215.64
2020-05-03,262.61,206.22,51.97,31.62,146.6,120.43,160.23,19.01,9006.09,211.64
2020-05-04,263.32,208.64,51.95,31.96,145.91,120.44,160.8,19.83,8983.69,208.23
2020-05-05,265.78,211.01,52.05,32.14,144.97,120.35,161.48,21.68,9135.52,207.03
2020-05-06,263.98,212.29,51.71,32.04,142.64,119.92,159.41,21.02,9259.58,200.65
2020-05-07,267.18,215.02,52.49,32.3,145.02,120.65,161.85,20.63,10117.16,213.76
2020-05-08,271.6,217.96,53.38,32.98,143.14,120.25,160.87,21.64,9929.54,213.13
2020-05-09,271.6,217.97,53.38,32.98,143.14,120.25,160.87,21.64,9665.18,211.88
2020-05-10,271.59,217.98,53.38,32.98,143.14,120.25,160.88,21.64,8840.82,189.05
2020-05-11,271.66,219.9,53.34,32.77,142.02,119.93,159.88,21.33,8674.95,187.28
2020-05-12,266.24,215.28,52.66,32.64,143.48,120.31,160.5,21.13,8924.37,191.38
2020-05-13,261.53,212.58,52.25,32.58,144.49,120.56,162.03,20.76,9428.0,201.31
2020-05-14,264.7,214.99,51.75,32.71,145.88,120.75,163.46,21.62,9918.09,204.93
2020-05-15,265.88,216.36,51.8,32.26,145.52,120.67,164.38,22.57,9436.7,196.43
2020-05-16,265.87,216.36,51.8,32.26,145.53,120.67,164.38,22.57,9500.53,202.11
2020-05-17,265.85,216.37,51.8,32.26,145.52,120.67,164.38,22.57,9801.89,208.73
2020-05-18,273.94,220.42,53.89,33.52,142.32,119.94,163.13,24.5,9854.34,216.71
2020-05-19,271.13,219.89,53.15,33.25,142.86,120.26,164.7,24.63,9894.32,216.42
2020-05-20,275.71,224.26,54.25,33.69,143.28,120.29,165.09,25.54,9629.69,211.79
2020-05-21,273.79,221.84,53.63,33.31,143.64,120.37,162.68,26.81,9181.16,200.51
2020-05-22,274.31,222.58,53.48,32.62,144.51,120.6,163.64,25.77,9286.6,209.21
2020-05-23,274.34,222.57,53.48,32.62,144.52,120.6,163.64,25.77,9294.43,208.45
2020-05-24,274.36,222.58,53.48,32.62,144.52,120.6,163.66,25.78,8830.65,201.73
2020-05-25,274.36,222.55,53.48,32.62,144.51,120.6,163.66,25.78,9013.29,206.0
2020-05-26,277.72,221.95,55.01,33.34,142.58,120.28,161.35,25.86,8954.75,202.66
2020-05-27,281.84,223.14,55.67,33.44,142.32,120.38,161.63,25.19,9322.7,210.13
2020-05-28,281.29,222.85,56.2,33.21,141.79,120.27,162.17,25.22,9700.91,222.18
2020-05-29,282.55,226.11,56.01,33.79,142.81,120.66,163.36,26.08,9551.09,222.69
2020-05-30,282.54,226.12,56.0,33.79,142.81,120.66,163.36,26.08,9823.48,245.94
2020-05-31,282.53,226.12,56.0,33.79,142.8,120.66,163.37,26.08,9572.05,233.73
2020-06-01,283.66,226.82,57.25,34.57,141.83,120.61,164.12,26.42,10334.24,250.54
2020-06-02,286.0,228.33,57.79,35.39,141.31,120.41,163.05,27.27,9641.18,239.89
2020-06-03,289.81,229.34,59.16,36.22,139.44,119.71,160.04,27.32,9792.46,246.77
2020-06-04,289.04,227.74,58.91,35.71,137.43,119.23,161.73,27.71,9918.46,245.36
2020-06-05,296.46,232.23,59.92,36.65,136.45,118.63,158.45,29.09,9747.5,242.15
2020-06-06,296.44,232.24,59.92,36.65,136.44,118.63,158.45,29.09,9792.64,244.24
2020-06-07,296.45,232.24,59.93,36.65,136.43,118.64,158.46,29.09,9872.01,246.8
2020-06-08,300.03,234.1,60.71,36.88,136.96,118.76,160.17,28.59,9904.38,248.66
2020-06-09,297.8,235.79,59.92,36.63,138.52,119.19,161.72,28.63,9894.26,246.06
2020-06-10,296.12,238.58,59.78,36.9,140.58,120.09,164.04,28.65,10009.6,250.11
2020-06-11,279.05,226.77,56.58,34.97,143.23,120.5,162.86,26.56,9396.38,232.62
2020-06-12,282.37,228.58,57.56,35.71,141.85,120.23,163.09,26.63,9585.75,239.75
2020-06-13,282.38,228.58,57.55,35.71,141.85,120.24,163.09,26.63,9593.73,240.29
2020-06-14,282.39,228.58,57.56,35.71,141.86,120.23,163.09,26.63,9460.48,233.81
2020-06-15,285.03,231.37,57.79,35.38,141.94,120.16,162.79,27.18,9544.99,232.94
2020-06-16,290.52,235.35,58.51,35.61,139.74,119.91,162.71,27.85,9647.45,237.46
2020-06-17,289.34,236.09,58.73,35.95,140.32,120.09,163.02,27.48,9584.61,235.91
2020-06-18,289.45,236.74,58.41,35.97,141.81,120.35,162.7,28.1,9504.58,233.31
2020-06-19,287.81,236.7,58.13,35.96,141.92,120.39,164.5,28.44,9426.63,230.99
2020-06-20,287.84,236.7,58.13,35.96,141.94,120.39,164.5,28.45,9475.03,230.8
2020-06-21,287.86,236.73,58.13,35.96,141.94,120.39,164.5,28.44,9410.03,229.98
2020-06-22,289.7,239.56,58.82,36.41,141.95,120.28,165.57,29.2,9805.7,245.24
2020-06-23,291.01,241.61,59.14,36.76,140.96,120.24,166.97,28.94,9745.94,245.23
2020-06-24,283.61,236.61,57.62,36.27,142.49,120.47,166.38,27.46,9413.4,236.59
2020-06-25,286.63,238.89,58.44,36.42,142.89,120.5,166.29,28.15,9366.72,234.5
2020-06-26,279.8,233.27,57.59,35.99,144.42,120.83,167.03,27.56,9278.61,231.63
2020-06-27,279.8,233.26,57.6,35.99,144.43,120.83,167.02,27.56,9128.77,222.79
2020-06-28,279.8,233.27,57.59,35.99,144.43,120.83,167.03,27.57,9233.99,226.83
2020-06-29,283.92,235.82,58.06,36.15,143.97,120.95,167.14,28.48,9310.7,229.8
2020-06-30,287.55,240.42,57.95,36.04,143.27,120.73,167.89,28.27,9257.2,227.49
2020-07-01,289.56,243.25,58.17,36.44,142.98,120.54,167.14,28.57,9351.36,232.87
2020-07-02,291.14,244.9,58.8,37.27,143.13,120.69,167.51,28.97,9204.83,228.23
2020-07-03,291.12,244.9,58.8,37.27,143.13,120.69,167.51,28.97,9179.93,226.63
2020-07-04,291.16,244.9,58.8,37.27,143.12,120.69,167.5,28.97,9256.6,230.96
2020-07-05,291.16,244.91,58.8,37.28,143.13,120.69,167.51,28.97,9192.15,229.34
2020-07-06,295.68,250.93,59.77,38.88,142.55,120.51,168.51,29.19,9469.87,243.44
2020-07-07,292.62,249.2,58.89,38.23,144.55,120.9,169.56,29.01,9384.1,241.23
2020-07-08,294.84,252.48,59.38,39.23,143.96,120.71,170.61,29.4,9566.34,248.86
2020-07-09,293.15,254.63,58.7,39.23,146.24,121.12,170.16,28.63,9360.9,243.92
2020-07-10,296.1,256.34,59.33,38.98,145.51,120.86,169.71,29.24,9417.34,243.2
2020-07-11,296.08,256.35,59.33,38.98,145.52,120.86,169.71,29.24,9361.87,241.08
